ID,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
P69,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P70,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P71,BQCV,1.263,Amp,UNKNOWN,33.897,33.897,NA,1.839,1.839,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,30,FALSE,
P72,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,-,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P62,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P63,BQCV,1.271,Amp,UNKNOWN,29.605,29.487,0.167,32.462,35.239,3.928,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,25,FALSE,
P64,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P65,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P66,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P67,BQCV,1.277,Amp,UNKNOWN,32.146,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,28,TRUE,
P68,BQCV,1.269,Amp,UNKNOWN,29.558,29.766,0.294,33.492,29.427,5.749,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,25,FALSE,
P69,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P70,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P71,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
P72,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,39,TRUE,
Gblock,BQCV,1.348,Amp,UNKNOWN,7.387,7.387,NA,9.24E+07,9.24E+07,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.078,TRUE,3,4,FALSE,
P73,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P74,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P75,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P76,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P77,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P78,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P79,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P80,DWV,1.136,No Amp,UNKNOWN,35.966,35.966,NA,0.618,0.618,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,
P81,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P82,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P83,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P84,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P73,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P74,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P75,DWV,0.835,No Amp,UNKNOWN,38.548,38.548,NA,0.116,0.116,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,
P76,DWV,1.22,Amp,UNKNOWN,33.231,33.231,NA,3.631,3.631,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,
P77,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P78,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P79,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P80,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P81,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P82,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P83,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P84,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P73,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P74,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P75,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P76,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P77,BQCV,1.319,Amp,UNKNOWN,31.299,31.079,0.311,10.45,12.238,2.528,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,26,FALSE,
P78,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P79,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P80,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P81,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P82,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P83,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P84,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P73,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P74,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P75,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P76,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P77,BQCV,1.324,Amp,UNKNOWN,30.859,31.079,0.311,14.025,12.238,2.528,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,26,FALSE,
P78,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P79,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P80,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P81,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P82,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P83,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P84,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P85,DWV,0.989,Amp,UNKNOWN,31.313,33.188,2.651,12.565,6.837,8.1,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,28,FALSE,
P86,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P87,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P88,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P89,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P90,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P91,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P92,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P93,DWV,0.482,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,TRUE,
P94,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P95,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,-,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P85,DWV,1.044,Amp,UNKNOWN,35.063,33.188,2.651,1.109,6.837,8.1,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,32,FALSE,
P86,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P87,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P88,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P89,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P90,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P91,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P92,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P93,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P94,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P95,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
Gblock,DWV,1.305,Amp,UNKNOWN,7.265,7.265,NA,7.26E+07,7.26E+07,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,5,FALSE,
P85,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P86,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P87,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P88,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P89,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P90,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P91,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P92,BQCV,1.332,Amp,UNKNOWN,29.933,30.449,0.729,26.063,19.57,9.182,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,25,FALSE,
P93,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P94,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P95,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,-,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P85,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P86,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P87,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P88,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P89,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P90,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P91,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P92,BQCV,1.318,Amp,UNKNOWN,30.964,30.449,0.729,13.077,19.57,9.182,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,26,FALSE,
P93,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P94,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
P95,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,39,TRUE,
Gblock,BQCV,1.355,Amp,UNKNOWN,8.925,8.925,NA,3.30E+07,3.30E+07,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,5,FALSE,
P96,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P96,DWV,1.043,No Amp,UNKNOWN,36.371,36.371,NA,0.476,0.476,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,
P96,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P96,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P97,DWV,0.949,No Amp,UNKNOWN,37.656,37.656,NA,0.207,0.207,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,34,FALSE,
P97,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P97,BQCV,1.22,Amp,UNKNOWN,31.699,31.699,NA,8,8,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,28,FALSE,
P97,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P98,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P98,DWV,1.237,Amp,UNKNOWN,33.735,33.735,NA,2.62,2.62,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,
P98,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P98,BQCV,0.809,No Amp,UNKNOWN,38.432,38.432,NA,0.089,0.089,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,35,FALSE,
P99,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P99,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P99,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P99,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P100,DWV,1.168,Amp,UNKNOWN,34.485,34.485,NA,1.612,1.612,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,
P100,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P100,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P100,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P101,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P101,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P101,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P101,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P102,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
P102,DWV,1.043,No Amp,UNKNOWN,36.421,36.421,NA,0.46,0.46,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,
P102,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P102,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
P103,DWV,1.262,Amp,UNKNOWN,28.86,29.089,0.323,61.496,53.616,11.144,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,26,FALSE,
P103,DWV,1.26,Amp,UNKNOWN,29.318,29.089,0.323,45.737,53.616,11.144,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,26,FALSE,
P103,BQCV,1.145,No Amp,UNKNOWN,35.588,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,32,TRUE,
P103,BQCV,1.131,No Amp,UNKNOWN,35.735,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,32,TRUE,
NTC,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,
Gblock,DWV,1.277,Amp,UNKNOWN,7.738,7.738,NA,5.34E+07,5.34E+07,-,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,5,FALSE,
NTC,BQCV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,39,TRUE,
Gblock,BQCV,1.29,Amp,UNKNOWN,7.118,7.118,NA,1.11E+08,1.11E+08,-,34.8074,0.9981,-3.4422,95.21442,TRUE,0.04,TRUE,3,5,FALSE,