ID,SampleStatus,target_name,Amp Status,Cq,Cq_mean,Cq_sd,quantity,quantity_mean,Quantity Standard Deviation,Plate,Well
1,p,ACTIN,Amp,15.101,15.073,0.04,975469.3,993378.5,25327.436,13,E1
1,p,ACTIN,Amp,15.045,15.073,0.04,1011287.7,993378.5,25327.436,13,F1
3,p,ACTIN,Amp,15.939,15.916,0.033,569388.3,577929.4,12078.924,13,E2
3,p,ACTIN,Amp,15.893,15.916,0.033,586470.5,577929.4,12078.924,13,F2
4,p,ACTIN,Amp,15.897,15.959,0.089,585242.9,562625,31986.44,13,E3
4,p,ACTIN,Amp,16.022,15.959,0.089,540007.2,562625,31986.44,13,F3
5,p,ACTIN,Amp,16.529,16.492,0.053,389855.3,399392.94,13488.257,13,E4
5,p,ACTIN,Amp,16.455,16.492,0.053,408930.56,399392.94,13488.257,13,F4
6,p,ACTIN,Amp,15.708,15.693,0.021,660664.3,667029.06,9001.078,13,E5
6,p,ACTIN,Amp,15.678,15.693,0.021,673393.75,667029.06,9001.078,13,F5
8,p,ACTIN,Amp,16.241,16.27,0.04,468937.3,460559.34,11848.259,13,E6
8,p,ACTIN,Amp,16.298,16.27,0.04,452181.34,460559.34,11848.259,13,F6
10,p,ACTIN,Amp,17.325,17.313,0.016,233819.03,235532.84,2423.688,13,E7
10,p,ACTIN,Amp,17.302,17.313,0.016,237246.66,235532.84,2423.688,13,F7
11,p,ACTIN,Amp,15.803,15.838,0.049,621353.75,607833.6,19120.361,13,E8
11,p,ACTIN,Amp,15.873,15.838,0.049,594313.44,607833.6,19120.361,13,F8
12,p,ACTIN,Amp,16.765,16.732,0.046,335089.3,342312.34,10214.908,13,E9
12,p,ACTIN,Amp,16.699,16.732,0.046,349535.38,342312.34,10214.908,13,F9
13,p,ACTIN,Amp,15.448,15.461,0.017,780486.44,774395.56,8613.847,13,E10
13,p,ACTIN,Amp,15.473,15.461,0.017,768304.6,774395.56,8613.847,13,F10
15,p,ACTIN,Amp,15.99,15.991,0.001,551190.06,550968.1,313.895,13,E11
15,p,ACTIN,Amp,15.991,15.991,0.001,550746.2,550968.1,313.895,13,F11
16,p,ACTIN,Amp,16.951,16.905,0.065,297313.12,306395.2,12843.992,13,E12
16,p,ACTIN,Amp,16.858,16.905,0.065,315477.28,306395.2,12843.992,13,F12
17,p,ACTIN,Amp,16.161,16.063,0.138,493855.75,526827.44,46628.99,13,G11
17,p,ACTIN,Amp,15.966,16.063,0.138,559799.1,526827.44,46628.99,13,H11
18,p,ACTIN,Amp,15.927,15.971,0.062,573911.75,558140.56,22303.803,13,G12
18,p,ACTIN,Amp,16.015,15.971,0.062,542369.44,558140.56,22303.803,13,H12
19,p,ACTIN,Amp,16.096,16.033,0.09,514819.53,536640.06,30858.938,14,E1
19,p,ACTIN,Amp,15.969,16.033,0.09,558460.6,536640.06,30858.938,14,F1
20,p,ACTIN,Amp,18.129,17.025,1.562,139448.92,357924.12,308970.6,14,E2
20,p,ACTIN,Amp,15.92,17.025,1.562,576399.3,357924.12,308970.6,14,F2
21,p,ACTIN,Amp,16.685,16.707,0.031,352648.5,347702.53,6994.652,14,E3
21,p,ACTIN,Amp,16.729,16.707,0.031,342756.56,347702.53,6994.652,14,F3
22,p,ACTIN,Amp,15.833,15.764,0.099,609452.7,638038.56,40426.555,14,E4
22,p,ACTIN,Amp,15.694,15.764,0.099,666624.44,638038.56,40426.555,14,F4
23,p,ACTIN,No Amp,NA,18.234,NA,3.03E+10,130321.55,NA,14,E5
23,p,ACTIN,Amp,18.234,18.234,NA,130321.55,130321.55,NA,14,F5
24,p,ACTIN,Amp,15.767,15.77,0.005,636195.2,634767.25,2019.39,14,E6
24,p,ACTIN,Amp,15.774,15.77,0.005,633339.3,634767.25,2019.39,14,F6
25,p,ACTIN,Amp,15.33,15.41,0.113,842092.4,800897.4,58258.535,14,E7
25,p,ACTIN,Amp,15.49,15.41,0.113,759702.4,800897.4,58258.535,14,F7
26,p,ACTIN,Amp,17.547,16.889,0.931,202700.77,337463.06,190582.67,14,E8
26,p,ACTIN,Amp,16.231,16.889,0.931,472225.38,337463.06,190582.67,14,F8
27,p,ACTIN,Amp,18.081,17.939,0.201,143861.95,158235.1,20326.7,14,E9
27,p,ACTIN,Amp,17.797,17.939,0.201,172608.25,158235.1,20326.7,14,F9
28,p,ACTIN,Amp,15.367,15.273,0.133,822443.6,875331.2,74794.24,14,E10
28,p,ACTIN,Amp,15.179,15.273,0.133,928218.7,875331.2,74794.24,14,F10
29,p,ACTIN,Amp,15.281,15.275,0.008,869331.4,872319.3,4225.589,14,E11
29,p,ACTIN,Amp,15.27,15.275,0.008,875307.25,872319.3,4225.589,14,F11
30,p,ACTIN,Amp,15.405,15.353,0.073,802727.44,830362.6,39082.09,14,E12
30,p,ACTIN,Amp,15.301,15.353,0.073,857997.8,830362.6,39082.09,14,F12
31,p,ACTIN,Amp,15.633,15.788,0.219,693159.94,630723.25,88298.76,14,G10
31,p,ACTIN,Amp,15.942,15.788,0.219,568286.6,630723.25,88298.76,14,H10
32,p,ACTIN,Amp,15.335,15.383,0.067,839488.3,814589.75,35211.84,14,G11
32,p,ACTIN,Amp,15.43,15.383,0.067,789691.25,814589.75,35211.84,14,H11
33,p,ACTIN,Amp,14.934,14.947,0.019,1086366.5,1077012.2,13228.975,14,G12
33,p,ACTIN,Amp,14.961,14.947,0.019,1067658,1077012.2,13228.975,14,H12
34,p,ACTIN,Amp,21.429,21.153,0.39,16738.07,20296.965,5033.035,15,E1
34,p,ACTIN,Amp,20.877,21.153,0.39,23855.857,20296.965,5033.035,15,F1
35,p,ACTIN,Amp,16.018,16.073,0.077,541162.5,522923.7,25793.543,15,E2
35,p,ACTIN,Amp,16.127,16.073,0.077,504684.9,522923.7,25793.543,15,F2
36,p,ACTIN,Amp,15.588,15.66,0.101,713431.06,682175.5,44202.016,15,E3
36,p,ACTIN,Amp,15.731,15.66,0.101,650919.94,682175.5,44202.016,15,F3
37,p,ACTIN,Amp,15.809,15.856,0.067,619067.6,600849.9,25763.781,15,E4
37,p,ACTIN,Amp,15.904,15.856,0.067,582632.1,600849.9,25763.781,15,F4
38,p,ACTIN,Amp,17.583,16.888,0.983,198054.33,340911.12,202030.03,15,E5
38,p,ACTIN,Amp,16.193,16.888,0.983,483767.94,340911.12,202030.03,15,F5
39,p,ACTIN,Amp,15.432,15.29,0.201,788680.2,867603.94,111615.05,15,E6
39,p,ACTIN,Amp,15.148,15.29,0.201,946527.7,867603.94,111615.05,15,F6
40,p,ACTIN,Amp,15.17,15.114,0.08,933172.9,968197.9,49532.848,15,E7
40,p,ACTIN,Amp,15.058,15.114,0.08,1003222.94,968197.9,49532.848,15,F7
41,p,ACTIN,Amp,15.035,15.056,0.03,1018192.6,1004375.75,19540.033,15,E8
41,p,ACTIN,Amp,15.077,15.056,0.03,990558.9,1004375.75,19540.033,15,F8
42,p,ACTIN,Amp,17.374,17.378,0.005,226454.14,225984.48,664.197,15,E9
42,p,ACTIN,Amp,17.381,17.378,0.005,225514.83,225984.48,664.197,15,F9
43,p,ACTIN,Amp,14.771,14.848,0.109,1206234.8,1149256,80580.125,15,E10
43,p,ACTIN,Amp,14.925,14.848,0.109,1092277.2,1149256,80580.125,15,F10
44,p,ACTIN,Amp,15.747,15.653,0.133,644172.9,685518.44,58471.492,15,E11
44,p,ACTIN,Amp,15.559,15.653,0.133,726864.06,685518.44,58471.492,15,F11
45,p,ACTIN,Amp,15.648,15.648,NA,686704.56,686704.56,NA,15,E12
45,p,ACTIN,No Amp,NA,15.648,NA,3.03E+10,686704.56,NA,15,F12
46,p,ACTIN,Amp,15.239,15.262,0.032,892773.9,879953.06,18131.377,15,G10
46,p,ACTIN,Amp,15.285,15.262,0.032,867132.25,879953.06,18131.377,15,H10
47,p,ACTIN,Amp,15.538,15.632,0.133,736669.4,694870.06,59113.16,15,G11
47,p,ACTIN,Amp,15.726,15.632,0.133,653070.75,694870.06,59113.16,15,H11
48,p,ACTIN,Amp,15.355,15.369,0.02,828738.25,821248.7,10591.909,15,G12
48,p,ACTIN,Amp,15.383,15.369,0.02,813759.06,821248.7,10591.909,15,H12
49,p,ACTIN,Amp,14.996,15.034,0.054,1043676.7,1018641.3,35405.305,16,E1
49,p,ACTIN,Amp,15.073,15.034,0.054,993606,1018641.3,35405.305,16,F1
50,p,ACTIN,Amp,16.284,16.212,0.101,456415.56,478291.66,30937.463,16,E2
50,p,ACTIN,Amp,16.141,16.212,0.101,500167.75,478291.66,30937.463,16,F2
51,p,ACTIN,Amp,15.521,15.59,0.099,745146,713145.4,45255.68,16,E3
51,p,ACTIN,Amp,15.66,15.59,0.099,681144.75,713145.4,45255.68,16,F3
52,p,ACTIN,Amp,15.373,15.317,0.08,819081.9,850013.8,43744.383,16,E4
52,p,ACTIN,Amp,15.26,15.317,0.08,880945.8,850013.8,43744.383,16,F4
53,p,ACTIN,Amp,15.423,15.495,0.101,793105.8,758406.5,49072.27,16,E5
53,p,ACTIN,Amp,15.566,15.495,0.101,723707.1,758406.5,49072.27,16,F5
54,p,ACTIN,Amp,18.509,18.444,0.091,109266.77,113992.95,6683.829,16,E6
54,p,ACTIN,Amp,18.38,18.444,0.091,118719.14,113992.95,6683.829,16,F6
55,p,ACTIN,Amp,15.543,15.785,0.342,734644.25,636505.1,138789.69,16,E7
55,p,ACTIN,Amp,16.027,15.785,0.342,538366,636505.1,138789.69,16,F7
56,p,ACTIN,Amp,18.26,18.015,0.347,128203.18,151934.92,33561.746,16,E8
56,p,ACTIN,Amp,17.77,18.015,0.347,175666.66,151934.92,33561.746,16,F8
57,p,ACTIN,Amp,16.292,16.596,0.429,453827.25,380556.56,103620.4,16,E9
57,p,ACTIN,Amp,16.899,16.596,0.429,307285.88,380556.56,103620.4,16,F9
58,p,ACTIN,Amp,13.992,14.338,0.489,1989616,1632535.1,504988.7,16,E10
58,p,ACTIN,Amp,14.684,14.338,0.489,1275454.1,1632535.1,504988.7,16,F10
59,p,ACTIN,Amp,16.006,16.53,0.74,545377.1,411915.22,188743.69,16,E11
59,p,ACTIN,Amp,17.053,16.53,0.74,278453.28,411915.22,188743.69,16,F11
60,p,ACTIN,Amp,14.769,14.946,0.251,1207809.2,1084826.6,173923.66,16,E12
60,p,ACTIN,Amp,15.123,14.946,0.251,961844.06,1084826.6,173923.66,16,F12
61,p,ACTIN,Amp,15.59,15.44,0.213,712578.3,788506.06,107378.02,16,G10
61,p,ACTIN,Amp,15.289,15.44,0.213,864433.75,788506.06,107378.02,16,H10
62,p,ACTIN,Amp,16.806,16.786,0.028,326239.16,330435.06,5933.911,16,G11
62,p,ACTIN,Amp,16.767,16.786,0.028,334630.97,330435.06,5933.911,16,H11
63,p,ACTIN,Amp,15.739,15.895,0.221,647670.1,588803.8,83249.55,17,E1
63,p,ACTIN,Amp,16.051,15.895,0.221,529937.5,588803.8,83249.55,17,F1
64,p,ACTIN,Amp,15.486,15.499,0.018,761826,755561.3,8859.65,17,E2
64,p,ACTIN,Amp,15.512,15.499,0.018,749296.56,755561.3,8859.65,17,F2
65,p,ACTIN,Amp,18.583,19.121,0.761,104186.56,78181.54,36776.656,17,E3
65,p,ACTIN,Amp,19.659,19.121,0.761,52176.516,78181.54,36776.656,17,F3
66,p,ACTIN,Amp,16.124,16.218,0.133,505707.6,476921.12,40710.21,17,E4
66,p,ACTIN,Amp,16.312,16.218,0.133,448134.66,476921.12,40710.21,17,F4
67,p,ACTIN,Amp,17.007,17.046,0.056,286821,279745.6,10006.167,17,E5
67,p,ACTIN,Amp,17.085,17.046,0.056,272670.16,279745.6,10006.167,17,F5
68,p,ACTIN,Amp,15.059,15.08,0.031,1002502.75,988735.7,19469.6,17,E6
68,p,ACTIN,Amp,15.102,15.08,0.031,974968.6,988735.7,19469.6,17,F6
69,p,ACTIN,Amp,15.434,15.543,0.153,787550.7,736312.4,72461.95,17,E7
69,p,ACTIN,Amp,15.651,15.543,0.153,685074.06,736312.4,72461.95,17,F7
70,p,ACTIN,Amp,15.047,15.309,0.371,1010090.06,865691,204211.14,17,E8
70,p,ACTIN,Amp,15.571,15.309,0.371,721291.94,865691,204211.14,17,F8
71,p,ACTIN,No Amp,NA,NA,NA,3.03E+10,NA,NA,17,E9
71,p,ACTIN,No Amp,NA,NA,NA,3.03E+10,NA,NA,17,F9
72,p,ACTIN,Amp,15.58,15.627,0.066,717064,696281.2,29391.332,17,E10
72,p,ACTIN,Amp,15.673,15.627,0.066,675498.4,696281.2,29391.332,17,F10
73,p,ACTIN,Amp,15.265,15.182,0.117,877923.5,927317.75,69854.07,17,E11
73,p,ACTIN,Amp,15.099,15.182,0.117,976712.06,927317.75,69854.07,17,F11
74,p,ACTIN,Amp,16.206,16.21,0.006,479674.8,478356.2,1864.786,17,E12
74,p,ACTIN,Amp,16.215,16.21,0.006,477037.6,478356.2,1864.786,17,F12
75,p,ACTIN,Amp,16.24,16.063,0.25,469402.44,529368.6,84805.02,17,G10
75,p,ACTIN,Amp,15.886,16.063,0.25,589334.9,529368.6,84805.02,17,H10
76,p,ACTIN,Amp,15.592,15.48,0.158,711785,766776.6,77769.836,17,G11
76,p,ACTIN,Amp,15.368,15.48,0.158,821768.2,766776.6,77769.836,17,H11
77,p,ACTIN,Amp,17.481,17.19,0.412,211479.06,259500,67911.87,17,G12
77,p,ACTIN,Amp,16.898,17.19,0.412,307520.94,259500,67911.87,17,H12
78,p,ACTIN,Amp,15.37,15.42,0.071,820800,795083.25,36369.035,18,E1
78,p,ACTIN,Amp,15.471,15.42,0.071,769366.44,795083.25,36369.035,18,F1
79,p,ACTIN,Amp,15.655,15.602,0.075,683683.1,707688.25,33948.336,18,E2
79,p,ACTIN,Amp,15.549,15.602,0.075,731693.4,707688.25,33948.336,18,F2
80,p,ACTIN,Amp,15.518,15.479,0.056,746419,765730.8,27311.04,18,E3
80,p,ACTIN,Amp,15.439,15.479,0.056,785042.6,765730.8,27311.04,18,F3
81,p,ACTIN,Amp,15.875,15.904,0.042,593592.56,582423.56,15795.286,18,E4
81,p,ACTIN,Amp,15.934,15.904,0.042,571254.6,582423.56,15795.286,18,F4
82,p,ACTIN,Amp,15.63,15.491,0.197,694623.7,762597.25,96129.125,18,E5
82,p,ACTIN,Amp,15.352,15.491,0.197,830570.8,762597.25,96129.125,18,F5
83,p,ACTIN,Amp,15.507,15.606,0.14,751553.2,706653.25,63498.125,18,E6
83,p,ACTIN,Amp,15.705,15.606,0.14,661753.3,706653.25,63498.125,18,F6
84,p,ACTIN,Amp,15.748,15.745,0.005,643666.3,645201.7,2171.384,18,E7
84,p,ACTIN,Amp,15.741,15.745,0.005,646737.06,645201.7,2171.384,18,F7
85,p,ACTIN,Amp,15.314,15.292,0.03,851109.6,862849.5,16602.768,18,E8
85,p,ACTIN,Amp,15.271,15.292,0.03,874589.44,862849.5,16602.768,18,F8
86,p,ACTIN,Amp,15.278,15.258,0.028,870904.6,881941,15607.801,18,E9
86,p,ACTIN,Amp,15.239,15.258,0.028,892977.4,881941,15607.801,18,F9
87,p,ACTIN,Amp,16.036,16.043,0.011,535154.9,532542.3,3694.734,18,E10
87,p,ACTIN,Amp,16.051,16.043,0.011,529929.75,532542.3,3694.734,18,F10
88,p,ACTIN,Amp,15.126,15.062,0.092,959997.1,1001628.8,58876.06,18,E11
88,p,ACTIN,Amp,14.997,15.062,0.092,1043260.44,1001628.8,58876.06,18,F11
89,p,ACTIN,Amp,15.692,15.673,0.028,667411.56,675892.7,11994.134,18,E12
89,p,ACTIN,Amp,15.653,15.673,0.028,684373.8,675892.7,11994.134,18,F12
90,p,ACTIN,Amp,15.365,15.441,0.107,823654.44,785349,54172.082,18,G12
90,p,ACTIN,Amp,15.517,15.441,0.107,747043.5,785349,54172.082,18,H12
91,p,ACTIN,Amp,16.53,16.165,0.516,389567.34,506083.22,164778.36,19,E1
91,p,ACTIN,Amp,15.8,16.165,0.516,622599.1,506083.22,164778.36,19,F1
92,p,ACTIN,Amp,15.83,16.645,1.152,610700,412596.62,280160.5,19,E2
92,p,ACTIN,Amp,17.459,16.645,1.152,214493.22,412596.62,280160.5,19,F2
93,p,ACTIN,Amp,15.804,16.748,1.336,621101.75,402841.03,308667.28,19,E3
93,p,ACTIN,Amp,17.693,16.748,1.336,184580.3,402841.03,308667.28,19,F3
94,p,ACTIN,Amp,14.945,15.916,1.374,1078764,694170.3,543897.56,19,E4
94,p,ACTIN,Amp,16.888,15.916,1.374,309576.62,694170.3,543897.56,19,F4
95,p,ACTIN,Amp,15.409,16.167,1.072,800557.44,551438.5,352307.44,19,E5
95,p,ACTIN,Amp,16.925,16.167,1.072,302319.5,551438.5,352307.44,19,F5
96,p,ACTIN,Amp,15.564,16.371,1.141,724441.4,490635.06,330652.1,19,E6
96,p,ACTIN,Amp,17.179,16.371,1.141,256828.72,490635.06,330652.1,19,F6
97,p,ACTIN,Amp,15.523,16.179,0.928,743839.1,532007.8,299574.72,19,E7
97,p,ACTIN,Amp,16.835,16.179,0.928,320176.47,532007.8,299574.72,19,F7
98,p,ACTIN,Amp,14.991,15.707,1.013,1047098.9,732161.25,445389.06,19,E8
98,p,ACTIN,Amp,16.423,15.707,1.013,417223.62,732161.25,445389.06,19,F8
99,p,ACTIN,Amp,21.051,20.446,0.855,21342.643,33874.56,17722.805,19,E9
99,p,ACTIN,Amp,19.842,20.446,0.855,46406.473,33874.56,17722.805,19,F9
100,p,ACTIN,Amp,15.533,15.94,0.575,739051.44,588623.25,212737.61,19,E10
100,p,ACTIN,Amp,16.347,15.94,0.575,438195.03,588623.25,212737.61,19,F10
101,p,ACTIN,Amp,16.661,16.779,0.167,358025.94,332844.3,35612.223,19,E11
101,p,ACTIN,Amp,16.897,16.779,0.167,307662.66,332844.3,35612.223,19,F11
102,p,ACTIN,Amp,16.383,16.25,0.188,428132.06,468067.94,56477.848,19,E12
102,p,ACTIN,Amp,16.117,16.25,0.188,508003.8,468067.94,56477.848,19,F12
103,p,ACTIN,Amp,21.458,20.555,1.278,16425.227,34440.305,25477.17,19,G10
103,p,ACTIN,Amp,19.651,20.555,1.278,52455.383,34440.305,25477.17,19,H10
104,p,ACTIN,Amp,19.911,19.888,0.032,44396.977,45052.52,927.075,19,G11
104,p,ACTIN,Amp,19.865,19.888,0.032,45708.06,45052.52,927.075,19,H11
105,p,ACTIN,Amp,27.775,26.86,1.294,283.842,601.598,449.374,19,G12
105,p,ACTIN,Amp,25.946,26.86,1.294,919.353,601.598,449.374,19,H12
106,p,ACTIN,Amp,16.77,16.74,0.042,333891.62,340416.9,9228.102,22,E1
106,p,ACTIN,Amp,16.71,16.74,0.042,346942.16,340416.9,9228.102,22,F1
107,p,ACTIN,Amp,15.349,15.39,0.058,832105,810794.4,30137.812,22,E2
107,p,ACTIN,Amp,15.431,15.39,0.058,789483.7,810794.4,30137.812,22,F2
108,p,ACTIN,Amp,15.477,15.51,0.047,766343.7,750190.7,22843.78,22,E3
108,p,ACTIN,Amp,15.544,15.51,0.047,734037.7,750190.7,22843.78,22,F3
109,p,ACTIN,Amp,15.154,15.081,0.102,943324.3,989240.94,64935.906,22,E4
109,p,ACTIN,Amp,15.009,15.081,0.102,1035157.56,989240.94,64935.906,22,F4
110,p,ACTIN,Amp,16.107,16.084,0.033,511154.1,518992.8,11085.643,22,E5
110,p,ACTIN,Amp,16.06,16.084,0.033,526831.56,518992.8,11085.643,22,F5
111,p,ACTIN,Amp,15.3,15.337,0.052,858832.5,838886.2,28208.367,22,E6
111,p,ACTIN,Amp,15.374,15.337,0.052,818939.9,838886.2,28208.367,22,F6
112,p,ACTIN,Amp,15.313,15.273,0.057,851628.1,874141.3,31838.484,22,E7
112,p,ACTIN,Amp,15.232,15.273,0.057,896654.5,874141.3,31838.484,22,F7
113,p,ACTIN,Amp,15.458,15.472,0.019,775560.8,768945.06,9356.034,22,E8
113,p,ACTIN,Amp,15.485,15.472,0.019,762329.4,768945.06,9356.034,22,F8
114,p,ACTIN,Amp,15.306,15.349,0.06,855256.5,832509.9,32168.623,22,E9
114,p,ACTIN,Amp,15.391,15.349,0.06,809763.25,832509.9,32168.623,22,F9
115,p,ACTIN,Amp,15.264,15.225,0.055,878802.9,901408.2,31968.71,22,E10
115,p,ACTIN,Amp,15.186,15.225,0.055,924013.44,901408.2,31968.71,22,F10
116,p,ACTIN,Amp,15.12,15.355,0.332,963656.2,838337.4,177227.56,22,E11
116,p,ACTIN,Amp,15.589,15.355,0.332,713018.56,838337.4,177227.56,22,F11
117,p,ACTIN,Amp,15.372,15.306,0.093,819561.3,855874.75,51355,22,E12
117,p,ACTIN,Amp,15.24,15.306,0.093,892188.25,855874.75,51355,22,F12
118,p,ACTIN,Amp,15.165,15.55,0.544,936625.8,753885.44,258433.88,23,E1
118,p,ACTIN,Amp,15.935,15.55,0.544,571145.1,753885.44,258433.88,23,F1
119,p,ACTIN,Amp,15.262,15.283,0.03,880050.8,868085.1,16921.979,23,E2
119,p,ACTIN,Amp,15.304,15.283,0.03,856119.5,868085.1,16921.979,23,F2
120,p,ACTIN,Amp,14.921,15.269,0.492,1095187,897721.1,279258.84,23,E3
120,p,ACTIN,Amp,15.617,15.269,0.492,700255.3,897721.1,279258.84,23,F3
121,p,ACTIN,Amp,15.623,15.699,0.108,697622.06,665052.6,46060.21,23,E4
121,p,ACTIN,Amp,15.776,15.699,0.108,632483.1,665052.6,46060.21,23,F4
122,p,ACTIN,Amp,15.5,15.446,0.077,754963.4,782172.56,38479.62,23,E5
122,p,ACTIN,Amp,15.392,15.446,0.077,809381.75,782172.56,38479.62,23,F5
123,p,ACTIN,Amp,15.546,15.54,0.009,733180.56,736065.94,4080.576,23,E6
123,p,ACTIN,Amp,15.534,15.54,0.009,738951.4,736065.94,4080.576,23,F6
124,p,ACTIN,Amp,15.606,15.633,0.038,705374.44,693318.44,17049.738,23,E7
124,p,ACTIN,Amp,15.66,15.633,0.038,681262.5,693318.44,17049.738,23,F7
125,p,ACTIN,Amp,15.597,15.625,0.04,709496.94,696946.06,17749.596,23,E8
125,p,ACTIN,Amp,15.653,15.625,0.04,684395.25,696946.06,17749.596,23,F8
126,p,ACTIN,Amp,16.996,17.042,0.065,288694.8,280442.47,11670.6,23,E9
126,p,ACTIN,Amp,17.088,17.042,0.065,272190.1,280442.47,11670.6,23,F9
127,p,ACTIN,Amp,15.763,15.557,0.292,637559.75,734505.94,137102.62,23,E10
127,p,ACTIN,Amp,15.35,15.557,0.292,831452.2,734505.94,137102.62,23,F10
128,p,ACTIN,Amp,14.791,14.891,0.142,1191004.4,1118696.4,102259.016,23,E11
128,p,ACTIN,Amp,14.992,14.891,0.142,1046388.3,1118696.4,102259.016,23,F11
129,p,ACTIN,Amp,18.736,18.726,0.015,94404.266,95042.95,903.241,23,E12
129,p,ACTIN,Amp,18.715,18.726,0.015,95681.64,95042.95,903.241,23,F12
131,p,ACTIN,Amp,16.824,16.835,0.015,322510.34,320272.2,3165.252,23,G10
131,p,ACTIN,Amp,16.846,16.835,0.015,318034,320272.2,3165.252,23,H10
132,p,ACTIN,Amp,15.117,15.115,0.002,965966.94,967064.25,1551.883,23,G11
132,p,ACTIN,Amp,15.113,15.115,0.002,968161.6,967064.25,1551.883,23,H11
133,p,ACTIN,Amp,15.563,15.396,0.236,724977.3,811782.5,122761.055,23,G12
133,p,ACTIN,Amp,15.229,15.396,0.236,898587.7,811782.5,122761.055,23,H12
134,p,ACTIN,Amp,15.774,15.774,NA,633330.44,633330.44,NA,24,E1
134,p,ACTIN,No Amp,NA,15.774,NA,3.03E+10,633330.44,NA,24,F1
135,p,ACTIN,Amp,16.918,17.001,0.117,303589.88,288313.56,21603.951,24,E2
135,p,ACTIN,Amp,17.083,17.001,0.117,273037.28,288313.56,21603.951,24,F2
136,p,ACTIN,Amp,13.863,14.293,0.609,2161834,1702636.5,649403.5,24,E3
136,p,ACTIN,Amp,14.724,14.293,0.609,1243438.9,1702636.5,649403.5,24,F3
137,p,ACTIN,Amp,14.977,14.986,0.012,1056519.2,1050670,8272.204,24,E4
137,p,ACTIN,Amp,14.994,14.986,0.012,1044820.6,1050670,8272.204,24,F4
138,p,ACTIN,Amp,17.105,17.116,0.016,269249.9,267332.56,2711.538,24,E5
138,p,ACTIN,Amp,17.127,17.116,0.016,265415.22,267332.56,2711.538,24,F5
140,p,ACTIN,Amp,17.225,17.286,0.086,249204.94,239849.62,13230.405,24,E6
140,p,ACTIN,Amp,17.347,17.286,0.086,230494.33,239849.62,13230.405,24,F6
141,p,ACTIN,Amp,14.952,14.938,0.02,1073635.9,1083309.1,13679.883,24,E7
141,p,ACTIN,Amp,14.924,14.938,0.02,1092982.2,1083309.1,13679.883,24,F7
142,p,ACTIN,Amp,18.177,18.18,0.005,135229.58,134922.06,434.899,24,E8
