ID,SampleStatus,target_name,Amp Status,Cq,Cq_mean,Cq_sd,quantity,quantity_mean,Quantity Standard Deviation,Plate,Well
70,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,17,B8
71,n,DWV,No Amp,NA,38.263,NA,1.53E+10,0.14,NA,17,A9
71,n,DWV,No Amp,38.263,38.263,NA,0.14,0.14,NA,17,B9
72,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,17,A10
72,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,17,B10
73,n,DWV,No Amp,NA,34.156,NA,1.53E+10,1.995,NA,17,A11
73,n,DWV,Amp,34.156,34.156,NA,1.995,1.995,NA,17,B11
74,n,DWV,No Amp,NA,34.408,NA,1.53E+10,1.695,NA,17,A12
74,n,DWV,Amp,34.408,34.408,NA,1.695,1.695,NA,17,B12
75,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,17,G2
75,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,17,H2
76,n,DWV,No Amp,NA,31.886,NA,1.53E+10,8.673,NA,17,G3
76,n,DWV,Amp,31.886,31.886,NA,8.673,8.673,NA,17,H3
77,r,DWV,No Amp,35.988,34.474,2.141,0.609,2.468,2.628,17,G4
77,r,DWV,Amp,32.96,34.474,2.141,4.326,2.468,2.628,17,H4
78,p,DWV,Amp,32.525,31.761,1.081,5.733,10.578,6.851,18,A1
78,p,DWV,Amp,30.997,31.761,1.081,15.422,10.578,6.851,18,B1
79,p,DWV,Amp,27.804,27.905,0.143,121.877,114.409,10.562,18,A2
79,p,DWV,Amp,28.006,27.905,0.143,106.94,114.409,10.562,18,B2
80,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,18,A3
80,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,18,B3
81,r,DWV,Amp,32.316,32.316,NA,6.565,6.565,NA,18,A4
81,r,DWV,No Amp,NA,32.316,NA,1.53E+10,6.565,NA,18,B4
82,r,DWV,Amp,33.386,33.386,NA,3.283,3.283,NA,18,A5
82,r,DWV,No Amp,NA,33.386,NA,1.53E+10,3.283,NA,18,B5
83,p,DWV,Amp,31.914,31.922,0.011,8.515,8.473,0.059,18,A6
83,p,DWV,Amp,31.93,31.922,0.011,8.431,8.473,0.059,18,B6
84,r,DWV,Amp,33.981,33.607,0.529,2.235,2.931,0.984,18,A7
84,r,DWV,Amp,33.233,33.607,0.529,3.627,2.931,0.984,18,B7
85,r,DWV,Amp,33.382,33.382,NA,3.294,3.294,NA,18,A8
85,r,DWV,No Amp,NA,33.382,NA,1.53E+10,3.294,NA,18,B8
86,r,DWV,No Amp,NA,32.765,NA,1.53E+10,4.908,NA,18,A9
86,r,DWV,Amp,32.765,32.765,NA,4.908,4.908,NA,18,B9
87,p,DWV,Amp,30.226,30.521,0.418,25.407,21.371,5.708,18,A10
87,p,DWV,Amp,30.816,30.521,0.418,17.334,21.371,5.708,18,B10
88,p,DWV,Amp,31.526,31.484,0.06,10.949,11.258,0.437,18,A11
88,p,DWV,Amp,31.441,31.484,0.06,11.567,11.258,0.437,18,B11
89,p,DWV,Amp,33.83,33.558,0.384,2.464,2.983,0.733,18,A12
89,p,DWV,Amp,33.287,33.558,0.384,3.501,2.983,0.733,18,B12
90,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,18,G8
90,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,18,H8
91,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,A1
91,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,B1
92,r,DWV,No Amp,NA,33.761,NA,1.53E+10,2.576,NA,19,A2
92,r,DWV,Amp,33.761,33.761,NA,2.576,2.576,NA,19,B2
93,r,DWV,No Amp,NA,34.01,NA,1.53E+10,2.193,NA,19,A3
93,r,DWV,Amp,34.01,34.01,NA,2.193,2.193,NA,19,B3
94,r,DWV,No Amp,NA,32.486,NA,1.53E+10,5.882,NA,19,A4
94,r,DWV,Amp,32.486,32.486,NA,5.882,5.882,NA,19,B4
95,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,A5
95,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,B5
96,p,DWV,Amp,31.962,32.949,1.396,8.257,5.278,4.212,19,A6
96,p,DWV,Amp,33.936,32.949,1.396,2.3,5.278,4.212,19,B6
97,r,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,A7
97,r,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,B7
98,p,DWV,Amp,29.644,30.215,0.808,37.02,27.347,13.679,19,A8
98,p,DWV,Amp,30.786,30.215,0.808,17.674,27.347,13.679,19,B8
99,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,A9
99,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,B9
100,r,DWV,Amp,32.21,32.21,NA,7.032,7.032,NA,19,A10
100,r,DWV,No Amp,NA,32.21,NA,1.53E+10,7.032,NA,19,B10
101,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,A11
101,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,B11
102,p,DWV,Amp,31.639,31.569,0.098,10.178,10.656,0.676,19,A12
102,p,DWV,Amp,31.5,31.569,0.098,11.135,10.656,0.676,19,B12
103,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,G2
103,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,H2
104,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,G3
104,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,H3
105,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,G4
105,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,19,H4
106,n,DWV,Amp,32.166,33.068,1.276,7.237,4.744,3.526,22,A1
106,n,DWV,Amp,33.97,33.068,1.276,2.25,4.744,3.526,22,B1
107,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,22,A2
107,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,22,B2
108,p,DWV,Amp,30.923,31.801,1.243,16.183,10.684,7.776,22,A3
108,p,DWV,Amp,32.68,31.801,1.243,5.186,10.684,7.776,22,B3
109,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,22,A4
109,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,22,B4
110,p,DWV,Amp,27.837,27.803,0.049,119.267,121.995,3.857,22,A5
110,p,DWV,Amp,27.768,27.803,0.049,124.722,121.995,3.857,22,B5
111,p,DWV,Amp,28.707,28.275,0.612,67.913,93.409,36.057,22,A6
111,p,DWV,Amp,27.842,28.275,0.612,118.905,93.409,36.057,22,B6
112,p,DWV,Amp,32.893,31.641,1.77,4.52,13.685,12.962,22,A7
112,p,DWV,Amp,30.39,31.641,1.77,22.851,13.685,12.962,22,B7
113,p,DWV,Amp,31.853,31.936,0.117,8.861,8.41,0.638,22,A8
113,p,DWV,Amp,32.019,31.936,0.117,7.96,8.41,0.638,22,B8
114,p,DWV,Amp,27.104,27.471,0.519,191.781,155.5,51.309,22,A9
114,p,DWV,Amp,27.838,27.471,0.519,119.219,155.5,51.309,22,B9
115,p,DWV,Amp,30.776,31.813,1.466,17.79,11.218,9.294,22,A10
115,p,DWV,Amp,32.85,31.813,1.466,4.647,11.218,9.294,22,B10
116,p,DWV,Amp,26.288,26.45,0.23,325.215,294.347,43.655,22,A11
116,p,DWV,Amp,26.613,26.45,0.23,263.478,294.347,43.655,22,B11
117,r,DWV,No Amp,38.219,35.709,3.55,0.144,1.926,2.52,22,A12
117,r,DWV,Amp,33.198,35.709,3.55,3.708,1.926,2.52,22,B12
118,p,DWV,Amp,30.522,30.255,0.378,20.978,25.309,6.125,23,A1
118,p,DWV,Amp,29.988,30.255,0.378,29.64,25.309,6.125,23,B1
119,p,DWV,Amp,32.326,32.16,0.234,6.525,7.306,1.105,23,A2
119,p,DWV,Amp,31.994,32.16,0.234,8.088,7.306,1.105,23,B2
120,p,DWV,Amp,25.432,25.386,0.064,566.101,583.238,24.235,23,A3
120,p,DWV,Amp,25.341,25.386,0.064,600.374,583.238,24.235,23,B3
121,r,DWV,No Amp,NA,35.366,NA,1.53E+10,0.911,NA,23,A4
121,r,DWV,Amp,35.366,35.366,NA,0.911,0.911,NA,23,B4
122,p,DWV,Amp,33.802,33.89,0.125,2.51,2.374,0.192,23,A5
122,p,DWV,Amp,33.979,33.89,0.125,2.238,2.374,0.192,23,B5
123,p,DWV,Amp,29.073,29.224,0.214,53.601,48.832,6.745,23,A6
123,p,DWV,Amp,29.375,29.224,0.214,44.063,48.832,6.745,23,B6
124,r,DWV,No Amp,NA,33.927,NA,1.53E+10,2.314,NA,23,A7
124,r,DWV,Amp,33.927,33.927,NA,2.314,2.314,NA,23,B7
125,n,DWV,Amp,35.29,35.29,NA,0.957,0.957,NA,23,A8
125,n,DWV,No Amp,NA,35.29,NA,1.53E+10,0.957,NA,23,B8
126,n,DWV,No Amp,37.653,36.835,1.157,0.207,0.403,0.276,23,A9
126,n,DWV,Inconclusive,36.017,36.835,1.157,0.598,0.403,0.276,23,B9
127,n,DWV,No Amp,NA,38.792,NA,1.53E+10,0.099,NA,23,A10
127,n,DWV,No Amp,38.792,38.792,NA,0.099,0.099,NA,23,B10
128,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,23,A11
128,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,23,B11
129,r,DWV,Amp,30.773,30.773,NA,17.827,17.827,NA,23,A12
129,r,DWV,No Amp,NA,30.773,NA,1.53E+10,17.827,NA,23,B12
131,r,DWV,No Amp,NA,34.065,NA,1.53E+10,2.116,NA,23,G2
131,r,DWV,Amp,34.065,34.065,NA,2.116,2.116,NA,23,H2
132,p,DWV,Amp,34.106,34.16,0.076,2.06,1.992,0.098,23,G3
132,p,DWV,Amp,34.213,34.16,0.076,1.923,1.992,0.098,23,H3
133,p,DWV,Amp,30.399,30.475,0.108,22.712,21.646,1.507,23,G4
133,p,DWV,Amp,30.551,30.475,0.108,20.581,21.646,1.507,23,H4
134,p,DWV,Amp,30.036,29.934,0.144,28.731,30.757,2.865,24,A1
134,p,DWV,Amp,29.832,29.934,0.144,32.783,30.757,2.865,24,B1
135,r,DWV,No Amp,NA,39.932,NA,1.53E+10,0.047,NA,24,A2
135,r,DWV,No Amp,39.932,39.932,NA,0.047,0.047,NA,24,B2
136,r,DWV,Amp,34.139,34.139,NA,2.017,2.017,NA,24,A3
136,r,DWV,No Amp,NA,34.139,NA,1.53E+10,2.017,NA,24,B3
137,p,DWV,Amp,30.651,30.674,0.032,19.296,19.013,0.399,24,A4
137,p,DWV,Amp,30.697,30.674,0.032,18.731,19.013,0.399,24,B4
138,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,24,A5
138,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,24,B5
140,n,DWV,Amp,32.312,33.16,1.2,6.585,4.389,3.105,24,A6
140,n,DWV,Amp,34.009,33.16,1.2,2.194,4.389,3.105,24,B6
141,n,DWV,No Amp,NA,38.483,NA,1.53E+10,0.121,NA,24,A7
141,n,DWV,No Amp,38.483,38.483,NA,0.121,0.121,NA,24,B7
142,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,24,A8
142,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,24,B8
143,r,DWV,Amp,34.122,34.122,NA,2.039,2.039,NA,24,A9
143,r,DWV,No Amp,NA,34.122,NA,1.53E+10,2.039,NA,24,B9
144,r,DWV,Amp,35.426,33.671,2.482,0.877,4.693,5.396,24,A10
144,r,DWV,Amp,31.916,33.671,2.482,8.508,4.693,5.396,24,B10
145,p,DWV,Amp,30.42,30.6,0.255,22.408,20.075,3.299,24,A11
145,p,DWV,Amp,30.78,30.6,0.255,17.743,20.075,3.299,24,B11
146,p,DWV,Amp,31.728,31.607,0.171,9.61,10.422,1.149,24,A12
146,p,DWV,Amp,31.486,31.607,0.171,11.235,10.422,1.149,24,B12
147,r,DWV,Amp,33.875,33.875,NA,2.392,2.392,NA,24,G2
147,r,DWV,No Amp,NA,33.875,NA,1.53E+10,2.392,NA,24,H2
148,r,DWV,Amp,32.114,32.114,NA,7.48,7.48,NA,24,G3
148,r,DWV,No Amp,NA,32.114,NA,1.53E+10,7.48,NA,24,H3
149,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,24,G4
149,n,DWV,No Amp,NA,NA,NA,1.53E+10,NA,NA,24,H4
Gblock,p,DWV,Amp,27.554,27.554,NA,143.244,143.244,NA,13,G2
Gblock,p,DWV,Amp,27.342,27.342,NA,164.397,164.397,NA,14,G1
Gblock,p,DWV,Amp,26.637,26.637,NA,259.464,259.464,NA,15,G1
Gblock,p,DWV,Amp,27.4,27.4,NA,158.259,158.259,NA,17,G1
Gblock,p,DWV,Amp,25.513,25.513,NA,537.07,537.07,NA,16,G1
Gblock,p,DWV,Amp,25.913,25.913,NA,414.44,414.44,NA,18,G1
Gblock,p,DWV,Amp,26.93,26.93,NA,214.629,214.629,NA,19,G1
Gblock,p,DWV,Amp,25.751,25.751,NA,460.32,460.32,NA,22,G1
Gblock,p,DWV,Amp,26.641,26.641,NA,258.813,258.813,NA,23,G1
Gblock,p,DWV,Amp,32.996,32.996,NA,4.227,4.227,NA,24,G1
No Sample,p,DWV,No Amp,NA,NA,NA,NA,NA,NA,13,H2
No Sample,p,DWV,Amp,33.987,NA,NA,NA,NA,NA,14,H1
No Sample,p,DWV,No Amp,NA,NA,NA,NA,NA,NA,15,H1
No Sample,p,DWV,No Amp,NA,NA,NA,NA,NA,NA,17,H1
No Sample,p,DWV,No Amp,NA,NA,NA,NA,NA,NA,16,H1
No Sample,p,DWV,No Amp,NA,NA,NA,NA,NA,NA,18,H1
No Sample,p,DWV,Amp,35.131,NA,NA,NA,NA,NA,19,H1
No Sample,p,DWV,No Amp,NA,NA,NA,NA,NA,NA,22,H1
No Sample,p,DWV,No Amp,NA,NA,NA,NA,NA,NA,23,H1
No Sample,p,DWV,Inconclusive,5.68,NA,NA,NA,NA,NA,24,H1